Invoice_No,Invoice_Date,Supplier_GSTIN,Supplier_Name,Supplier_State,Invoice_Type,PO_Number,Item_Name,HSN_SAC,UOM,Quantity,Unit_Price,Taxable_Value,GST_Rate_%,CGST,SGST,IGST,Total_Amount,Payment_Mode,Branch_City,Match_Status,Reason,ITC_Eligible
MS/2512/04167,2025-12-29,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2512/3181,Paracetamol 500mg,3004,box,48,175,8400.0,12,504.0,504.0,0.0,9408.0,Cash,Mangaluru,Matched,,Yes
MS/2506/04168,2025-06-25,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/9630,Multivitamin Capsules,2106,bottle,12,118,1416.0,18,127.44,127.44,0.0,1670.88,Credit,Bangalore,Matched,,Yes
MS/2505/04169,2025-05-22,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2505/1059,Surgical Mask Pack,6307,pack,45,99,4455.0,5,0.0,0.0,222.75,4677.75,NEFT,Belagavi,Matched,,Yes
MS/2512/04170,2025-12-27,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2512/1284,Face Shield,3926,piece,14,163,2282.0,18,0.0,0.0,410.76,2692.76,Cash,Hubli,Matched,,Yes
MS/2509/04171,2025-09-04,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2509/3862,Disposable Gloves,4015,box,35,336,11760.0,12,705.6,705.6,0.0,13171.2,NEFT,Bangalore,Matched,,Yes
MS/2505/04172,2025-05-10,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2505/2445,Antacid Suspension,3004,bottle,5,125,625.0,12,37.5,37.5,0.0,700.0,Credit,Mangaluru,Matched,,Yes
MS/2507/04173,2025-07-12,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2507/8390,Glucose Strips,3822,box,32,564,18048.0,12,1082.88,1082.88,0.0,20213.76,NEFT,Mysuru,Matched,,Yes
MS/2510/04174,2025-10-10,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2510/9197,Amoxicillin 500mg,3004,box,17,352,5984.0,12,359.04,359.04,0.0,6702.08,Cash,Mysuru,Matched,,Yes
MS/2505/04175,2025-05-14,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2505/1043,Glucose Strips,3822,box,20,381,7620.0,12,457.2,457.2,0.0,8534.4,NEFT,Hubli,Matched,,Yes
MS/2511/04176,2025-11-07,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2511/3727,Glucose Strips,3822,box,7,267,1869.0,12,0.0,0.0,224.28,2093.28,NEFT,Belagavi,Matched,,Yes
MS/2509/04177,2025-09-04,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2509/7656,Antacid Suspension,3004,bottle,6,207,1242.0,12,74.52,74.52,0.0,1391.04,Card,Hubli,Matched,,Yes
MS/2509/04178,2025-09-12,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2509/2477,Glucose Strips,3822,box,7,458,3206.0,12,192.36,192.36,0.0,3590.72,NEFT,Hubli,Matched,,Yes
MS/2502/04179,2025-02-09,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2502/6821,Thermometer,9025,piece,1,252,252.0,12,0.0,0.0,30.24,282.24,Credit,Hubli,Matched,,Yes
MS/2504/04180,2025-04-11,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2504/9757,Cotton Roll,3005,pack,50,70,3500.0,5,0.0,0.0,175.0,3675.0,UPI,Hubli,Matched,,Yes
MS/2504/04181,2025-04-18,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2504/6974,Pulse Oximeter,9018,piece,50,2001,100050.0,12,6003.0,6003.0,0.0,112056.0,NEFT,Tumakuru,Matched,,Yes
MS/2503/04182,2025-03-02,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2503/6631,Calcium Tablets,3004,box,39,158,6162.0,12,369.72,369.72,0.0,6901.44,Credit,Belagavi,Matched,,Yes
MS/2501/04183,2025-01-30,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2501/3798,Pulse Oximeter,9018,piece,20,1055,21100.0,12,1266.0,1266.0,0.0,23632.0,Credit,Mangaluru,Matched,,Yes
MS/2506/04184,2025-06-19,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2506/8548,Pulse Oximeter,9018,piece,8,1671,13368.0,12,0.0,0.0,1604.16,14972.16,Cash,Belagavi,Matched,,Yes
MS/2504/04185,2025-04-02,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2504/4610,Calcium Tablets,3004,box,14,99,1386.0,12,83.16,83.16,0.0,1552.32,Cash,Belagavi,Mismatch,Supplier GSTIN mismatch,Yes
MS/2510/04186,2025-10-20,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2510/1909,Calcium Tablets,3004,box,46,85,3910.0,12,0.0,0.0,469.2,4379.2,NEFT,Belagavi,Matched,,Yes
MS/2502/04187,2025-02-03,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2502/3082,Cough Syrup,3004,bottle,13,151,1963.0,12,0.0,0.0,235.56,2198.56,Credit,Mysuru,Matched,,Yes
MS/2506/04188,2025-06-09,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2506/8590,Vitamin C Tablets,2106,bottle,20,154,3080.0,18,0.0,0.0,554.4,3634.4,NEFT,Bangalore,Matched,,Yes
MS/2510/04189,2025-10-28,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2510/6151,Blood Pressure Monitor,9018,piece,5,2254,11270.0,12,0.0,0.0,1352.4,12622.4,NEFT,Mangaluru,Matched,,Yes
MS/2504/04190,2025-04-09,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2504/7579,Amoxicillin 500mg,3004,box,6,271,1626.0,12,0.0,0.0,195.12,1821.12,UPI,Mysuru,Matched,,Yes
MS/2505/04191,2025-05-08,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2505/6938,Insulin Pen Needle,9018,box,42,382,16044.0,12,0.0,0.0,1925.28,17969.28,NEFT,Bangalore,Matched,,Yes
MS/2502/04192,2025-02-02,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2502/1964,Surgical Mask Pack,6307,pack,3,88,264.0,5,0.0,0.0,13.2,277.2,Cash,Hubli,Matched,,Yes
MS/2501/04193,2025-01-06,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2501/2635,Gauze Bandage,3005,pack,35,46,1610.0,4,32.2,32.2,0,1674.4,UPI,Belagavi,Mismatch,GST rate mismatch,Yes
MS/2507/04194,2025-07-28,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/6125,Disposable Gloves,4015,box,36,275,9900.0,12,0.0,0.0,1188.0,11088.0,Cash,Mangaluru,Matched,,Yes
MS/2507/04195,2025-07-28,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2507/6333,Surgical Mask Pack,6307,pack,48,118,5664.0,5,0.0,0.0,283.2,5947.2,Cash,Bangalore,Matched,,Yes
MS/2510/04196,2025-10-13,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2510/3316,Disposable Gloves,4015,box,38,170,6460.0,12,0.0,0.0,775.2,7235.2,Card,Belagavi,Matched,,Yes
MS/2511/04197,2025-11-03,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2511/7831,Insulin Pen Needle,9018,box,10,228,2280.0,12,0.0,0.0,273.6,2553.6,Cash,Tumakuru,Matched,,Yes
MS/2502/04198,2025-02-12,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2502/2714,Vitamin C Tablets,2106,bottle,1,167,167.0,18,15.03,15.03,0.0,197.06,Card,Tumakuru,Matched,,Yes
MS/2507/04199,2025-07-14,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2507/9625,Amoxicillin 500mg,3004,box,2,150,300.0,12,18.0,18.0,0.0,336.0,NEFT,Mysuru,Matched,,Yes
MS/2512/04200,2025-12-07,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/7627,ORS Sachet,3004,pack,48,35,1680.0,5,0.0,0.0,84.0,1764.0,Credit,Mysuru,Matched,,Yes
MS/2508/04201,2025-08-02,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2508/2371,ORS Sachet,3004,pack,10,107,1070.0,5,0.0,0.0,53.5,1123.5,Card,Hubli,Matched,,Yes
MS/2511/04202,2025-11-23,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2511/7249,Blood Pressure Monitor,9018,piece,42,1980,83160.0,12,0.0,0.0,9979.2,93139.2,NEFT,Bangalore,Matched,,Yes
MS/2509/04203,2025-09-28,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2509/2414,Hand Sanitizer 500ml,3808,bottle,16,236,3776.0,18,339.84,339.84,0.0,4455.68,UPI,Bangalore,Matched,,Yes
MS/2506/04204,2025-06-26,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/9065,Surgical Mask Pack,6307,pack,9,130,1170.0,5,29.25,29.25,0.0,1228.5,NEFT,Mysuru,Matched,,Yes
MS/2510/04205,2025-10-10,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2510/3587,Ibuprofen 400mg,3004,box,46,141,6486.0,12,389.16,389.16,0.0,7264.32,NEFT,Bangalore,Matched,,Yes
MS/2501/04206,2025-01-24,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2501/9082,Hand Sanitizer 500ml,3808,bottle,18,176,3168.0,18,285.12,285.12,0.0,3738.24,NEFT,Hubli,Matched,,Yes
MS/2504/04207,2025-04-08,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2504/6728,Gauze Bandage,3005,pack,8,53,424.0,5,0.0,0.0,21.2,445.2,UPI,Hubli,Matched,,Yes
MS/2506/04208,2025-06-21,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2506/9384,Ibuprofen 400mg,3004,box,22,263,5786.0,12,0.0,0.0,694.32,6480.32,UPI,Tumakuru,Matched,,Yes
MS/2503/04209,2025-03-17,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2503/1719,Cough Syrup,3004,bottle,2,182,364.0,12,0.0,0.0,43.68,407.68,Cash,Belagavi,Matched,,Yes
MS/2501/04210,2025-01-15,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2501/7856,Blood Pressure Monitor,9018,piece,17,1226,20842.0,12,0.0,0.0,2501.04,23343.04,Cash,Hubli,Matched,,Yes
MS/2509/04211,2025-09-02,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2509/6588,Gauze Bandage,3005,pack,26,123,3198.0,5,0.0,0.0,159.9,3357.9,UPI,Tumakuru,Matched,,Yes
MS/2510/04212,2025-10-24,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2510/9235,Hand Sanitizer 500ml,3808,bottle,3,252,756.0,18,68.04,68.04,0.0,892.08,Credit,Belagavi,Matched,,Yes
MS/2506/04213,2025-06-19,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2506/4346,Cough Syrup,3004,bottle,45,151,6795.0,12,0.0,0.0,815.4,7610.4,UPI,Bangalore,Matched,,Yes
MS/2507/04214,2025-07-19,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/4613,Antacid Suspension,3004,bottle,28,104,2912.0,12,0.0,0.0,349.44,3261.44,Credit,Belagavi,Matched,,Yes
MS/2509/04215,2025-09-09,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2509/7240,Pulse Oximeter,9018,piece,33,1806,59598.0,12,0.0,0.0,7151.76,66749.76,Cash,Mangaluru,Matched,,Yes
MS/2512/04216,2025-12-23,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2512/4375,Disposable Gloves,4015,box,16,157,2512.0,12,150.72,150.72,0.0,2813.44,Card,Tumakuru,Matched,,Yes
MS/2501/04217,2025-01-27,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2501/1377,ORS Sachet,3004,pack,9,95,855.0,5,0.0,0.0,42.75,897.75,UPI,Bangalore,Matched,,Yes
MS/2504/04218,2025-04-10,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2504/8896,Cough Syrup,3004,bottle,1,156,156.0,12,0.0,0.0,18.72,174.72,Credit,Hubli,Matched,,Yes
MS/2512/04219A,2025-12-07,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2512/1252,Amoxicillin 500mg,3004,box,49,415,20335.0,12,1220.1,1220.1,0.0,22775.2,NEFT,Belagavi,Mismatch,Invoice number mismatch,Yes
MS/2501/04220,2025-01-09,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2501/5200,Insulin Pen Needle,9018,box,8,589,4712.0,12,282.72,282.72,0.0,5277.44,Credit,Belagavi,Matched,,Yes
MS/2506/04221,2025-06-15,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2506/5748,Calcium Tablets,3004,box,11,220,2420.0,12,145.2,145.2,0.0,2710.4,Cash,Bangalore,Matched,,Yes
MS/2510/04222,2025-10-29,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2510/1782,Hand Sanitizer 500ml,3808,bottle,15,297,4455.0,18,0.0,0.0,801.9,5256.9,Cash,Mysuru,Matched,,Yes
MS/2506/04223,2025-06-07,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2506/6872,ORS Sachet,3004,pack,36,50,1800.0,5,45.0,45.0,0.0,1890.0,UPI,Tumakuru,Matched,,Yes
MS/2507/04224,2025-07-29,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2507/6429,Thermometer,9025,piece,41,208,8528.0,12,511.68,511.68,0.0,9551.36,NEFT,Mysuru,Matched,,Yes
MS/2512/04225,2025-12-03,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2512/5191,Face Shield,3926,piece,1,296,296.0,18,0.0,0.0,53.28,349.28,Credit,Belagavi,Matched,,Yes
MS/2507/04226,2025-07-26,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/3445,Cotton Roll,3005,pack,22,78,1716.0,5,0.0,0.0,85.8,1801.8,Credit,Mysuru,Matched,,Yes
MS/2507/04227,2025-07-08,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/3699,Blood Pressure Monitor,9018,piece,11,2276,25036.0,12,0.0,0.0,3004.32,28040.32,Credit,Bangalore,Matched,,Yes
MS/2502/04228,2025-02-26,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2502/7119,Thermometer,9025,piece,10,305,3050.0,12,0.0,0.0,366.0,3416.0,NEFT,Bangalore,Matched,,Yes
MS/2508/04229,2025-08-12,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2508/9768,Pulse Oximeter,9018,piece,22,1774,39028.0,12,0.0,0.0,4683.36,43711.36,Cash,Tumakuru,Matched,,Yes
MS/2508/04230,2025-08-05,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/9231,Cotton Roll,3005,pack,41,93,3813.0,5,95.33,95.33,0.0,4003.65,UPI,Belagavi,Matched,,Yes
MS/2507/04231,2025-07-24,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2507/8858,Insulin Pen Needle,9018,box,36,312,11232.0,12,0.0,0.0,1347.84,12579.84,Cash,Tumakuru,Matched,,Yes
MS/2505/04232,2025-05-24,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2505/6484,Insulin Pen Needle,9018,box,37,443,16391.0,12,983.46,983.46,0.0,18357.92,NEFT,Bangalore,Matched,,Yes
MS/2504/04233,2025-04-29,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2504/6281,Thermometer,9025,piece,6,424,2544.0,12,0.0,0.0,305.28,2849.28,Cash,Tumakuru,Matched,,Yes
MS/2512/04234,2025-12-30,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2512/9240,Disposable Gloves,4015,box,41,201,8241.0,12,0.0,0.0,988.92,9229.92,Credit,Mangaluru,Matched,,Yes
MS/2505/04235,2025-05-21,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2505/2054,Gauze Bandage,3005,pack,18,46,828.0,5,0.0,0.0,41.4,869.4,Cash,Belagavi,Matched,,Yes
MS/2507/04236,2025-07-17,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2507/2971,Cotton Roll,3005,pack,29,71,2059.0,5,0.0,0.0,102.95,2161.95,UPI,Belagavi,Matched,,Yes
MS/2511/04237,2025-11-13,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2511/4670,Cotton Roll,3005,pack,17,72,1224.0,5,30.6,30.6,0.0,1285.2,Cash,Belagavi,Matched,,Yes
MS/2507/04238,2025-07-28,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/6868,Insulin Pen Needle,9018,box,5,592,2960.0,12,0.0,0.0,355.2,3315.2,Card,Hubli,Matched,,Yes
MS/2502/04239,2025-02-27,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2502/7992,Cough Syrup,3004,bottle,29,220,6380.0,12,382.8,382.8,0.0,7145.6,NEFT,Tumakuru,Matched,,Yes
MS/2501/04240,2025-01-05,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2501/9262,Multivitamin Capsules,2106,bottle,7,289,2023.0,18,182.07,182.07,0.0,2387.14,NEFT,Bangalore,Matched,,Yes
MS/2502/04241,2025-02-26,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2502/6362,Thermometer,9025,piece,3,223,669.0,12,0.0,0.0,80.28,749.28,Credit,Mangaluru,Matched,,Yes
MS/2511/04242,2025-11-30,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2511/3068,Blood Pressure Monitor,9018,piece,18,1496,26928.0,12,0.0,0.0,3231.36,30159.36,Credit,Hubli,Matched,,Yes
MS/2510/04243,2025-10-05,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2510/3742,Glucose Strips,3822,box,50,864,43200.0,12,2592.0,2592.0,0.0,48384.0,Card,Mangaluru,Matched,,Yes
MS/2507/04244,2025-07-30,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/9518,Ibuprofen 400mg,3004,box,37,250,9250.0,12,0.0,0.0,1110.0,10360.0,Cash,Mangaluru,Matched,,Yes
MS/2512/04245,2025-12-02,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2512/1550,Amoxicillin 500mg,3004,box,41,379,15539.0,12,932.34,932.34,0.0,17403.68,Cash,Bangalore,Matched,,Yes
MS/2504/04246,2025-04-15,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2504/2179,Glucose Strips,3822,box,36,255,9180.0,12,550.8,550.8,0.0,10281.6,Cash,Mysuru,Matched,,Yes
MS/2508/04247,2025-08-13,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2508/7557,Antacid Suspension,3004,bottle,34,172,5848.0,12,350.88,350.88,0.0,6549.76,Card,Bangalore,Matched,,Yes
MS/2506/04248,2025-06-27,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2506/1258,Hand Sanitizer 500ml,3808,bottle,9,196,1764.0,18,0.0,0.0,317.52,2081.52,Cash,Mysuru,Matched,,Yes
MS/2510/04249,2025-10-27,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2510/8166,Cough Syrup,3004,bottle,3,242,726.0,12,0.0,0.0,87.12,813.12,Card,Hubli,Matched,,Yes
MS/2507/04250,2025-07-26,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2507/6451,Face Shield,3926,piece,5,102,510.0,18,0.0,0.0,91.8,601.8,NEFT,Mangaluru,Matched,,Yes
MS/2512/04251,2025-12-23,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/2754,Disposable Gloves,4015,box,37,152,5624.0,12,0.0,0.0,674.88,6298.88,Credit,Tumakuru,Matched,,Yes
MS/2503/04252,2025-03-20,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2503/3515,Antacid Suspension,3004,bottle,27,183,4941.0,12,0.0,0.0,592.92,5533.92,Credit,Hubli,Matched,,Yes
MS/2501/04253,2025-01-22,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2501/4563,Amoxicillin 500mg,3004,box,23,284,6532.0,12,0.0,0.0,783.84,7315.84,Credit,Mysuru,Matched,,Yes
MS/2501/04254,2025-01-11,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2501/6243,Gauze Bandage,3005,pack,22,146,3212.0,5,80.3,80.3,0.0,3372.6,Credit,Mysuru,Matched,,Yes
MS/2502/04255,2025-02-15,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2502/5256,Cough Syrup,3004,bottle,12,191,2292.0,12,0.0,0.0,275.04,2567.04,NEFT,Belagavi,Matched,,Yes
MS/2507/04256,2025-07-09,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2507/5727,Face Shield,3926,piece,17,158,2686.0,18,0.0,0.0,483.48,3169.48,Card,Bangalore,Matched,,Yes
MS/2508/04257,2025-08-17,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2508/8872,Disposable Gloves,4015,box,50,131,6550.0,12,0.0,0.0,786.0,7336.0,Cash,Bangalore,Matched,,Yes
MS/2512/04258,2025-12-08,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2512/9271,Multivitamin Capsules,2106,bottle,4,420,1680.0,18,151.2,151.2,0.0,1982.4,UPI,Mangaluru,Matched,,Yes
MS/2509/04259,2025-09-05,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2509/5543,Antacid Suspension,3004,bottle,5,109,545.0,12,0.0,0.0,65.4,610.4,Cash,Bangalore,Matched,,Yes
MS/2506/04260,2025-06-07,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/2643,Blood Pressure Monitor,9018,piece,22,1621,35662.0,12,2139.72,2139.72,0.0,39941.44,Card,Hubli,Matched,,Yes
MS/2511/04261,2025-11-14,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2511/5006,Blood Pressure Monitor,9018,piece,34,2578,87652.0,12,0.0,0.0,10518.24,98170.24,Credit,Tumakuru,Matched,,Yes
MS/2506/04262,2025-06-22,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/8289,Face Shield,3926,piece,9,202,1818.0,18,163.62,163.62,0.0,2145.24,Card,Hubli,Matched,,Yes
MS/2507/04263,2025-07-14,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/1307,Multivitamin Capsules,2106,bottle,2,356,712.0,18,0.0,0.0,128.16,840.16,Cash,Hubli,Matched,,Yes
MS/2506/04264,2025-06-05,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/6012,Hand Sanitizer 500ml,3808,bottle,7,253,1771.0,18,159.39,159.39,0.0,2089.78,NEFT,Mangaluru,Matched,,Yes
MS/2510/04265,2025-10-02,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2510/7726,Face Shield,3926,piece,4,176,704.0,18,63.36,63.36,0.0,830.72,Credit,Mysuru,Matched,,Yes
MS/2503/04266,2025-03-14,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2503/8976,Multivitamin Capsules,2106,bottle,9,137,1233.0,18,110.97,110.97,0.0,1454.94,Card,Tumakuru,Matched,,Yes
MS/2505/04267,2025-05-04,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2505/6897,Vitamin C Tablets,2106,bottle,12,113,1356.0,18,0.0,0.0,244.08,1600.08,Credit,Mangaluru,Matched,,Yes
MS/2508/04268,2025-08-27,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2508/2798,Ibuprofen 400mg,3004,box,43,102,4386.0,12,0.0,0.0,526.32,4912.32,UPI,Hubli,Matched,,Yes
MS/2511/04269,2025-11-26,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2511/4747,Gauze Bandage,3005,pack,30,144,4320.0,5,0.0,0.0,216.0,4536.0,Cash,Belagavi,Matched,,Yes
MS/2505/04270,2025-05-15,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2505/9790,Amoxicillin 500mg,3004,box,43,254,10922.0,12,655.32,655.32,0.0,12232.64,Card,Mysuru,Matched,,Yes
MS/2503/04271,2025-03-30,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2503/6517,Antacid Suspension,3004,bottle,30,198,5940.0,12,0.0,0.0,712.8,6652.8,Card,Hubli,Matched,,Yes
MS/2502/04272,2025-02-23,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2502/8992,Insulin Pen Needle,9018,box,18,531,9558.0,12,573.48,573.48,0.0,10704.96,Cash,Bangalore,Matched,,Yes
MS/2507/04273,2025-07-21,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/8661,Insulin Pen Needle,9018,box,42,391,16422.0,12,0.0,0.0,1970.64,18392.64,NEFT,Belagavi,Matched,,Yes
MS/2512/04274,2025-12-07,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2512/9788,ORS Sachet,3004,pack,16,38,608.0,5,0.0,0.0,30.4,638.4,Cash,Hubli,Matched,,Yes
MS/2506/04275,2025-06-28,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2506/6636,Paracetamol 500mg,3004,box,50,252,12600.0,12,0.0,0.0,1512.0,14112.0,Card,Tumakuru,Matched,,Yes
MS/2511/04276,2025-11-03,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2511/2601,Face Shield,3926,piece,12,218,2616.0,18,0.0,0.0,470.88,3086.88,Card,Mangaluru,Matched,,Yes
MS/2501/04277,2025-01-23,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2501/2926,Pulse Oximeter,9018,piece,50,1437,71850.0,12,0.0,0.0,8622.0,80472.0,NEFT,Mangaluru,Matched,,Yes
MS/2503/04278,2025-03-27,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2503/5947,Thermometer,9025,piece,48,556,26688.0,12,1601.28,1601.28,0.0,29890.56,Card,Bangalore,Matched,,Yes
MS/2506/04279,2025-06-03,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2506/7560,Gauze Bandage,3005,pack,7,67,469.0,5,11.73,11.73,0.0,492.45,Credit,Mangaluru,Matched,,Yes
MS/2511/04280,2025-11-21,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2511/9014,Hand Sanitizer 500ml,3808,bottle,16,261,4176.0,18,0.0,0.0,751.68,4927.68,NEFT,Hubli,Matched,,Yes
MS/2503/04281,2025-03-05,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2503/6571,Antacid Suspension,3004,bottle,46,151,6946.0,12,0.0,0.0,833.52,7779.52,UPI,Belagavi,Matched,,Yes
MS/2512/04282,2025-12-31,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2512/7593,Face Shield,3926,piece,10,185,1850.0,18,166.5,166.5,0.0,2183.0,UPI,Bangalore,Matched,,Yes
